customer_id,customer_ref,full_name,email,phone,country_code,signup_date,status,date_of_birth,created_at,updated_at
677,CUST_677,Customer_677,customer677@example.com,0411492397,US,2024-09-12,inactive,1985-04-27,2025-05-06 07:19:00.204700,2026-04-17 07:19:00.204700
678,CUST_678,Customer_678,customer678@example.com,0442917147,GB,2024-07-10,active,1969-05-01,2025-05-13 07:19:00.204700,2026-04-17 07:19:00.204700
679,CUST_679,Customer_679,customer679@example.com,0491756261,IN,2026-03-09,active,1963-05-03,2026-02-24 07:19:00.204700,2026-04-17 07:19:00.204700
680,CUST_680,Customer_680,customer680@example.com,0493880462,SG,2024-08-10,inactive,1973-04-30,2025-06-04 07:19:00.204700,2026-04-17 07:19:00.204700
681,CUST_681,Customer_681,customer681@example.com,0417997698,SG,2026-02-18,suspended,1992-04-25,2025-06-02 07:19:00.204700,2026-04-17 07:19:00.204700
682,CUST_682,Customer_682,customer682@example.com,0439227464,US,2025-12-17,active,1989-04-26,2025-07-10 07:19:00.204700,2026-04-17 07:19:00.204700
683,CUST_683,Customer_683,customer683@example.com,0423114933,US,2024-09-02,active,1980-04-28,2025-07-10 07:19:00.204700,2026-04-17 07:19:00.204700
684,CUST_684,Customer_684,customer684@example.com,0424659674,AU,2025-02-14,suspended,2004-04-22,2025-04-27 07:19:00.204700,2026-04-17 07:19:00.204700
685,CUST_685,Customer_685,customer685@example.com,0401744877,SG,2026-02-09,active,1965-05-02,2025-08-21 07:19:00.204700,2026-04-17 07:19:00.204700
686,CUST_686,Customer_686,customer686@example.com,0422954251,SG,2025-06-02,inactive,2000-04-23,2025-09-06 07:19:00.204700,2026-04-17 07:19:00.204700
687,CUST_687,Customer_687,customer687@example.com,0434064122,AU,2024-07-20,active,1993-04-25,2026-02-24 07:19:00.204700,2026-04-17 07:19:00.204700
688,CUST_688,Customer_688,customer688@example.com,0427626805,AU,2025-11-23,suspended,2002-04-23,2025-12-21 07:19:00.204700,2026-04-17 07:19:00.204700
689,CUST_689,Customer_689,customer689@example.com,0444088961,SG,2025-04-20,active,1986-04-27,2025-10-30 07:19:00.204700,2026-04-17 07:19:00.204700
690,CUST_690,Customer_690,customer690@example.com,0461552466,GB,2025-09-26,suspended,1957-05-04,2025-09-10 07:19:00.204700,2026-04-17 07:19:00.204700
691,CUST_691,Customer_691,customer691@example.com,0434330215,SG,2025-04-01,inactive,1956-05-04,2025-09-28 07:19:00.204700,2026-04-17 07:19:00.204700
692,CUST_692,Customer_692,customer692@example.com,0493974152,IN,2026-01-15,active,1995-04-25,2025-04-18 07:19:00.204700,2026-04-17 07:19:00.204700
693,CUST_693,Customer_693,customer693@example.com,0476102384,SG,2025-08-02,suspended,1991-04-26,2025-06-02 07:19:00.204700,2026-04-17 07:19:00.204700
694,CUST_694,Customer_694,customer694@example.com,0418029239,IN,2025-04-17,inactive,1972-04-30,2025-12-18 07:19:00.204700,2026-04-17 07:19:00.204700
695,CUST_695,Customer_695,customer695@example.com,0475358982,GB,2025-10-19,inactive,1973-04-30,2026-01-17 07:19:00.204700,2026-04-17 07:19:00.204700
696,CUST_696,Customer_696,customer696@example.com,0422709629,AU,2025-05-12,inactive,1969-05-01,2025-09-30 07:19:00.204700,2026-04-17 07:19:00.204700
697,CUST_697,Customer_697,customer697@example.com,0442734522,GB,2025-04-10,suspended,1975-04-30,2025-11-02 07:19:00.204700,2026-04-17 07:19:00.204700
699,CUST_699,Customer_699,customer699@example.com,0448235731,AU,2025-10-27,inactive,1956-05-04,2025-07-30 07:19:00.204700,2026-04-17 07:19:00.204700
701,CUST_701,Customer_701,customer701@example.com,0497107866,US,2024-12-25,inactive,1987-04-27,2025-09-18 07:19:00.204700,2026-04-17 07:19:00.204700
702,CUST_702,Customer_702,customer702@example.com,0498231532,SG,2024-10-23,inactive,1987-04-27,2025-10-30 07:19:00.204700,2026-04-17 07:19:00.204700
703,CUST_703,Customer_703,customer703@example.com,0402664176,AU,2025-04-19,active,2003-04-23,2025-08-15 07:19:00.204700,2026-04-17 07:19:00.204700
704,CUST_704,Customer_704,customer704@example.com,0480052169,AU,2024-10-12,inactive,1988-04-26,2025-05-23 07:19:00.204700,2026-04-17 07:19:00.204700
705,CUST_705,Customer_705,customer705@example.com,0430143565,GB,2025-04-03,inactive,1985-04-27,2026-01-26 07:19:00.204700,2026-04-17 07:19:00.204700
706,CUST_706,Customer_706,customer706@example.com,0420951304,GB,2025-05-13,suspended,1996-04-24,2025-11-22 07:19:00.204700,2026-04-17 07:19:00.204700
707,CUST_707,Customer_707,customer707@example.com,0464994910,SG,2024-07-19,inactive,1983-04-28,2025-11-12 07:19:00.204700,2026-04-17 07:19:00.204700
708,CUST_708,Customer_708,customer708@example.com,0406583340,SG,2025-09-24,active,1971-05-01,2025-04-26 07:19:00.204700,2026-04-17 07:19:00.204700
710,CUST_710,Customer_710,customer710@example.com,0434631434,GB,2024-09-20,suspended,2003-04-23,2025-12-02 07:19:00.204700,2026-04-17 07:19:00.204700
711,CUST_711,Customer_711,customer711@example.com,0426650122,IN,2024-11-13,suspended,1997-04-24,2026-03-22 07:19:00.204700,2026-04-17 07:19:00.204700
712,CUST_712,Customer_712,customer712@example.com,0419513798,IN,2024-08-25,active,1986-04-27,2025-12-03 07:19:00.204700,2026-04-17 07:19:00.204700
713,CUST_713,Customer_713,customer713@example.com,0449209342,IN,2025-10-27,suspended,1994-04-25,2025-08-05 07:19:00.204700,2026-04-17 07:19:00.204700
714,CUST_714,Customer_714,customer714@example.com,0474001715,SG,2025-07-09,active,1963-05-03,2025-12-26 07:19:00.204700,2026-04-17 07:19:00.204700
715,CUST_715,Customer_715,customer715@example.com,0492081092,AU,2024-11-21,suspended,1991-04-26,2025-10-01 07:19:00.204700,2026-04-17 07:19:00.204700
716,CUST_716,Customer_716,customer716@example.com,0447410992,AU,2024-06-02,inactive,1995-04-25,2025-08-02 07:19:00.204700,2026-04-17 07:19:00.204700
717,CUST_717,Customer_717,customer717@example.com,0400378972,GB,2024-09-16,suspended,2001-04-23,2025-11-10 07:19:00.204700,2026-04-17 07:19:00.204700
718,CUST_718,Customer_718,customer718@example.com,0462151704,IN,2025-06-18,suspended,1992-04-25,2026-04-01 07:19:00.204700,2026-04-17 07:19:00.204700
719,CUST_719,Customer_719,customer719@example.com,0481084836,US,2024-09-19,suspended,1978-04-29,2025-05-04 07:19:00.204700,2026-04-17 07:19:00.204700
720,CUST_720,Customer_720,customer720@example.com,0475520898,IN,2024-10-11,suspended,2006-04-22,2025-10-06 07:19:00.204700,2026-04-17 07:19:00.204700
721,CUST_721,Customer_721,customer721@example.com,0406753418,SG,2025-08-11,suspended,1973-04-30,2025-05-20 07:19:00.204700,2026-04-17 07:19:00.204700
722,CUST_722,Customer_722,customer722@example.com,0479868059,SG,2025-12-25,suspended,1974-04-30,2025-11-02 07:19:00.204700,2026-04-17 07:19:00.204700
723,CUST_723,Customer_723,customer723@example.com,0403156009,SG,2025-04-13,active,1986-04-27,2025-07-28 07:19:00.204700,2026-04-17 07:19:00.204700
724,CUST_724,Customer_724,customer724@example.com,0479698610,GB,2025-03-08,inactive,1966-05-02,2025-09-07 07:19:00.204700,2026-04-17 07:19:00.204700
725,CUST_725,Customer_725,customer725@example.com,0428317590,AU,2025-06-30,active,1994-04-25,2025-08-23 07:19:00.204700,2026-04-17 07:19:00.204700
726,CUST_726,Customer_726,customer726@example.com,0451862710,SG,2025-05-06,suspended,2002-04-23,2025-06-24 07:19:00.204700,2026-04-17 07:19:00.204700
727,CUST_727,Customer_727,customer727@example.com,0479965292,GB,2025-03-22,active,2006-04-22,2025-07-24 07:19:00.204700,2026-04-17 07:19:00.204700
728,CUST_728,Customer_728,customer728@example.com,0429265939,IN,2025-10-14,active,1998-04-24,2025-10-08 07:19:00.204700,2026-04-17 07:19:00.204700
729,CUST_729,Customer_729,customer729@example.com,0494769694,SG,2026-02-18,active,2000-04-23,2025-12-16 07:19:00.204700,2026-04-17 07:19:00.204700
730,CUST_730,Customer_730,customer730@example.com,0464824871,US,2026-03-05,inactive,1973-04-30,2025-10-20 07:19:00.204700,2026-04-17 07:19:00.204700
731,CUST_731,Customer_731,customer731@example.com,0425711996,IN,2024-05-27,inactive,1965-05-02,2025-05-05 07:19:00.204700,2026-04-17 07:19:00.204700
733,CUST_733,Customer_733,customer733@example.com,0478742793,AU,2024-06-08,suspended,1991-04-26,2025-11-24 07:19:00.204700,2026-04-17 07:19:00.204700
698,CUST_698,Customer_698,,0445612089,US,2025-04-22,active,1958-05-04,2025-07-04 07:19:00.204700,2026-04-17 07:19:00.204700
674,CUST_674,Customer_674,customer2505@example.com,0415489918,US,2025-09-06,inactive,2006-04-22,2025-08-09 07:19:00.204700,2026-04-17 07:19:00.204700
700,CUST_700,Customer_700,invalid_email_format,0465809582,SG,2025-07-30,suspended,1988-04-26,2025-06-03 07:19:00.204700,2026-04-17 07:19:00.204700
709,CUST_709,Customer_709,customer709@example.com,0453216259,au,2025-03-04,inactive,1990-04-26,2026-02-27 07:19:00.204700,2026-04-17 07:19:00.204700
734,CUST_734,Customer_734,customer734@example.com,0425051651,IN,2026-02-16,suspended,1987-04-27,2025-09-26 07:19:00.204700,2026-04-17 07:19:00.204700
735,CUST_735,Customer_735,customer735@example.com,0492978589,GB,2025-12-21,active,1967-05-02,2025-05-04 07:19:00.204700,2026-04-17 07:19:00.204700
736,CUST_736,Customer_736,customer736@example.com,0472696785,AU,2025-01-13,suspended,1997-04-24,2025-09-11 07:19:00.204700,2026-04-17 07:19:00.204700
738,CUST_738,Customer_738,customer738@example.com,0406495927,IN,2024-12-06,inactive,1992-04-25,2025-08-01 07:19:00.204700,2026-04-17 07:19:00.204700
739,CUST_739,Customer_739,customer739@example.com,0442770307,SG,2025-05-25,inactive,1990-04-26,2025-08-18 07:19:00.204700,2026-04-17 07:19:00.204700
742,CUST_742,Customer_742,customer742@example.com,0425153345,SG,2024-09-27,active,1961-05-03,2025-09-05 07:19:00.204700,2026-04-17 07:19:00.204700
743,CUST_743,Customer_743,customer743@example.com,0402517363,US,2025-05-29,inactive,1969-05-01,2026-03-26 07:19:00.204700,2026-04-17 07:19:00.204700
744,CUST_744,Customer_744,customer744@example.com,0446197738,GB,2024-12-12,active,2000-04-23,2026-03-16 07:19:00.204700,2026-04-17 07:19:00.204700
745,CUST_745,Customer_745,customer745@example.com,0474072402,SG,2024-10-23,active,1977-04-29,2025-08-28 07:19:00.204700,2026-04-17 07:19:00.204700
746,CUST_746,Customer_746,customer746@example.com,0497638981,SG,2026-03-27,suspended,1990-04-26,2025-04-25 07:19:00.204700,2026-04-17 07:19:00.204700
747,CUST_747,Customer_747,customer747@example.com,0466919325,IN,2024-08-03,suspended,1957-05-04,2026-02-21 07:19:00.204700,2026-04-17 07:19:00.204700
749,CUST_749,Customer_749,customer749@example.com,0435416336,GB,2024-11-18,inactive,1960-05-03,2025-08-19 07:19:00.204700,2026-04-17 07:19:00.204700
750,CUST_750,Customer_750,customer750@example.com,0498816025,IN,2025-05-19,suspended,1998-04-24,2025-09-18 07:19:00.204700,2026-04-17 07:19:00.204700
751,CUST_751,Customer_751,customer751@example.com,0489467275,IN,2025-03-27,suspended,1993-04-25,2025-12-17 07:19:00.204700,2026-04-17 07:19:00.204700
752,CUST_752,Customer_752,customer752@example.com,0418657167,US,2025-09-20,inactive,1957-05-04,2025-07-26 07:19:00.204700,2026-04-17 07:19:00.204700
753,CUST_753,Customer_753,customer753@example.com,0454327665,US,2025-03-06,inactive,1978-04-29,2025-10-13 07:19:00.204700,2026-04-17 07:19:00.204700
754,CUST_754,Customer_754,customer754@example.com,0469135890,AU,2025-04-02,inactive,1993-04-25,2025-09-03 07:19:00.204700,2026-04-17 07:19:00.204700
755,CUST_755,Customer_755,customer755@example.com,0432123973,SG,2024-10-06,suspended,1962-05-03,2025-12-26 07:19:00.204700,2026-04-17 07:19:00.204700
756,CUST_756,Customer_756,customer756@example.com,0420438499,SG,2025-08-02,suspended,1995-04-25,2026-01-07 07:19:00.204700,2026-04-17 07:19:00.204700
757,CUST_757,Customer_757,customer757@example.com,0434763195,IN,2025-01-07,inactive,1977-04-29,2025-09-04 07:19:00.204700,2026-04-17 07:19:00.204700
758,CUST_758,Customer_758,customer758@example.com,0427412289,GB,2025-08-20,inactive,1960-05-03,2026-01-31 07:19:00.204700,2026-04-17 07:19:00.204700
759,CUST_759,Customer_759,customer759@example.com,0459182367,AU,2025-02-22,inactive,1976-04-29,2026-02-06 07:19:00.204700,2026-04-17 07:19:00.204700
760,CUST_760,Customer_760,customer760@example.com,0480784931,IN,2025-02-25,suspended,1969-05-01,2026-02-17 07:19:00.204700,2026-04-17 07:19:00.204700
761,CUST_761,Customer_761,customer761@example.com,0485414130,GB,2024-07-29,inactive,1980-04-28,2025-08-19 07:19:00.204700,2026-04-17 07:19:00.204700
762,CUST_762,Customer_762,customer762@example.com,0441801405,SG,2025-09-20,inactive,1982-04-28,2025-05-10 07:19:00.204700,2026-04-17 07:19:00.204700
763,CUST_763,Customer_763,customer763@example.com,0426609673,AU,2025-02-10,inactive,1969-05-01,2025-06-02 07:19:00.204700,2026-04-17 07:19:00.204700
764,CUST_764,Customer_764,customer764@example.com,0445560131,SG,2025-06-09,suspended,1967-05-02,2025-04-27 07:19:00.204700,2026-04-17 07:19:00.204700
765,CUST_765,Customer_765,customer765@example.com,0409254194,AU,2025-03-18,suspended,1993-04-25,2026-01-24 07:19:00.204700,2026-04-17 07:19:00.204700
766,CUST_766,Customer_766,customer766@example.com,0445726226,SG,2024-09-03,active,1977-04-29,2025-06-30 07:19:00.204700,2026-04-17 07:19:00.204700
767,CUST_767,Customer_767,customer767@example.com,0468187647,GB,2024-12-30,suspended,1962-05-03,2026-03-22 07:19:00.204700,2026-04-17 07:19:00.204700
769,CUST_769,Customer_769,customer769@example.com,0421596805,GB,2026-02-13,inactive,1967-05-02,2025-05-19 07:19:00.204700,2026-04-17 07:19:00.204700
770,CUST_770,Customer_770,customer770@example.com,0470555919,IN,2026-03-17,active,1975-04-30,2025-10-15 07:19:00.204700,2026-04-17 07:19:00.204700
771,CUST_771,Customer_771,customer771@example.com,0433126427,IN,2025-06-28,inactive,1994-04-25,2025-08-05 07:19:00.204700,2026-04-17 07:19:00.204700
772,CUST_772,Customer_772,customer772@example.com,0443465811,IN,2025-12-28,inactive,1985-04-27,2026-02-14 07:19:00.204700,2026-04-17 07:19:00.204700
773,CUST_773,Customer_773,customer773@example.com,0463767113,SG,2024-05-08,active,1996-04-24,2025-07-31 07:19:00.204700,2026-04-17 07:19:00.204700
774,CUST_774,Customer_774,customer774@example.com,0467905780,US,2025-10-15,suspended,2005-04-22,2025-11-17 07:19:00.204700,2026-04-17 07:19:00.204700
776,CUST_776,Customer_776,customer776@example.com,0481243790,AU,2025-10-02,suspended,1996-04-24,2025-05-26 07:19:00.204700,2026-04-17 07:19:00.204700
778,CUST_778,Customer_778,customer778@example.com,0442956340,IN,2026-01-22,suspended,1990-04-26,2025-09-04 07:19:00.204700,2026-04-17 07:19:00.204700
779,CUST_779,Customer_779,customer779@example.com,0432796660,US,2025-07-29,active,1989-04-26,2026-01-16 07:19:00.204700,2026-04-17 07:19:00.204700
780,CUST_780,Customer_780,customer780@example.com,0491264050,AU,2026-02-04,inactive,1976-04-29,2025-04-24 07:19:00.204700,2026-04-17 07:19:00.204700
781,CUST_781,Customer_781,customer781@example.com,0437487025,AU,2024-11-19,suspended,2004-04-22,2026-04-10 07:19:00.204700,2026-04-17 07:19:00.204700
782,CUST_782,Customer_782,customer782@example.com,0487464761,SG,2024-12-25,inactive,1957-05-04,2025-04-28 07:19:00.204700,2026-04-17 07:19:00.204700
784,CUST_784,Customer_784,customer784@example.com,0404418056,US,2025-09-11,inactive,1963-05-03,2026-04-13 07:19:00.204700,2026-04-17 07:19:00.204700
785,CUST_785,Customer_785,customer785@example.com,0474978884,GB,2026-04-16,active,1958-05-04,2026-03-15 07:19:00.204700,2026-04-17 07:19:00.204700
786,CUST_786,Customer_786,customer786@example.com,0497214847,SG,2025-03-10,inactive,2007-04-22,2025-11-16 07:19:00.204700,2026-04-17 07:19:00.204700
787,CUST_787,Customer_787,customer787@example.com,0449605019,US,2024-11-26,inactive,1993-04-25,2026-03-05 07:19:00.204700,2026-04-17 07:19:00.204700
788,CUST_788,Customer_788,customer788@example.com,0490071600,IN,2024-12-30,inactive,2007-04-22,2025-06-07 07:19:00.204700,2026-04-17 07:19:00.204700
789,CUST_789,Customer_789,customer789@example.com,0446660594,IN,2025-07-16,active,1972-04-30,2025-05-29 07:19:00.204700,2026-04-17 07:19:00.204700
790,CUST_790,Customer_790,customer790@example.com,0499341252,AU,2024-08-09,active,1984-04-27,2025-04-27 07:19:00.204700,2026-04-17 07:19:00.204700
792,CUST_792,Customer_792,customer792@example.com,0432997285,IN,2024-08-31,suspended,2007-04-22,2026-03-29 07:19:00.204700,2026-04-17 07:19:00.204700
793,CUST_793,Customer_793,customer793@example.com,0411234916,GB,2026-01-15,inactive,1995-04-25,2025-12-30 07:19:00.204700,2026-04-17 07:19:00.204700
794,CUST_794,Customer_794,customer794@example.com,0445238245,SG,2025-02-03,inactive,1973-04-30,2026-01-05 07:19:00.204700,2026-04-17 07:19:00.204700
777,CUST_777,Customer_777,,0454900583,GB,2024-10-20,active,1987-04-27,2025-10-05 07:19:00.204700,2026-04-17 07:19:00.204700
737,CUST_737,Customer_737,customer737@example.com,0448335197,au,2025-11-12,active,1974-04-30,2025-11-20 07:19:00.204700,2026-04-17 07:19:00.204700
775,CUST_775,Customer_775,customer775@example.com,0497719727,au,2025-11-08,active,1965-05-02,2025-06-05 07:19:00.204700,2026-04-17 07:19:00.204700
741,CUST_741,Customer_741,customer741@example.com,0410275486,IN,2024-05-04,Active,1964-05-02,2025-10-18 07:19:00.204700,2026-04-17 07:19:00.204700
768,CUST_768,Customer_768,customer768@example.com,0421445058,GB,2025-05-14,Active,2007-04-22,2025-08-27 07:19:00.204700,2026-04-17 07:19:00.204700
791,CUST_791,Customer_791,customer791@example.com,0421945301,AU,2025-09-14,Active,1994-04-25,2025-11-15 07:19:00.204700,2026-04-17 07:19:00.204700
795,CUST_795,Customer_795,customer795@example.com,0425788277,IN,2025-01-02,suspended,1980-04-28,2025-09-16 07:19:00.204700,2026-04-17 07:19:00.204700
796,CUST_796,Customer_796,customer796@example.com,0429374043,GB,2026-03-16,suspended,1962-05-03,2025-09-11 07:19:00.204700,2026-04-17 07:19:00.204700
797,CUST_797,Customer_797,customer797@example.com,0401856113,SG,2024-04-27,inactive,1969-05-01,2026-01-31 07:19:00.204700,2026-04-17 07:19:00.204700
798,CUST_798,Customer_798,customer798@example.com,0490870893,AU,2025-12-26,inactive,1963-05-03,2025-07-10 07:19:00.204700,2026-04-17 07:19:00.204700
800,CUST_800,Customer_800,customer800@example.com,0469673245,US,2024-05-20,inactive,1959-05-04,2025-11-08 07:19:00.204700,2026-04-17 07:19:00.204700
801,CUST_801,Customer_801,customer801@example.com,0460047843,US,2026-01-17,inactive,1974-04-30,2025-05-17 07:19:00.204700,2026-04-17 07:19:00.204700
802,CUST_802,Customer_802,customer802@example.com,0496595392,SG,2024-12-30,inactive,1974-04-30,2025-12-15 07:19:00.204700,2026-04-17 07:19:00.204700
803,CUST_803,Customer_803,customer803@example.com,0467012040,US,2024-12-19,suspended,1995-04-25,2025-06-16 07:19:00.204700,2026-04-17 07:19:00.204700
805,CUST_805,Customer_805,customer805@example.com,0455339574,SG,2025-07-18,active,1977-04-29,2025-12-17 07:19:00.204700,2026-04-17 07:19:00.204700
806,CUST_806,Customer_806,customer806@example.com,0403832837,US,2025-08-27,suspended,1956-05-04,2025-11-06 07:19:00.204700,2026-04-17 07:19:00.204700
808,CUST_808,Customer_808,customer808@example.com,0457424421,US,2025-09-17,active,1970-05-01,2025-05-12 07:19:00.204700,2026-04-17 07:19:00.204700
809,CUST_809,Customer_809,customer809@example.com,0460696894,GB,2025-03-07,active,1974-04-30,2025-07-18 07:19:00.204700,2026-04-17 07:19:00.204700
810,CUST_810,Customer_810,customer810@example.com,0472891190,AU,2024-04-21,active,1978-04-29,2025-06-29 07:19:00.204700,2026-04-17 07:19:00.204700
811,CUST_811,Customer_811,customer811@example.com,0449593620,SG,2025-07-07,suspended,1963-05-03,2025-10-21 07:19:00.204700,2026-04-17 07:19:00.204700
812,CUST_812,Customer_812,customer812@example.com,0491175302,GB,2025-05-31,active,1964-05-02,2025-06-19 07:19:00.204700,2026-04-17 07:19:00.204700
813,CUST_813,Customer_813,customer813@example.com,0493150044,GB,2024-07-06,active,1983-04-28,2026-01-04 07:19:00.204700,2026-04-17 07:19:00.204700
814,CUST_814,Customer_814,customer814@example.com,0491062706,US,2025-09-25,inactive,1974-04-30,2025-06-13 07:19:00.204700,2026-04-17 07:19:00.204700
815,CUST_815,Customer_815,customer815@example.com,0473685118,GB,2025-04-14,inactive,1960-05-03,2025-05-15 07:19:00.204700,2026-04-17 07:19:00.204700
816,CUST_816,Customer_816,customer816@example.com,0475823374,US,2025-11-22,inactive,2006-04-22,2025-12-08 07:19:00.204700,2026-04-17 07:19:00.204700
817,CUST_817,Customer_817,customer817@example.com,0497902934,GB,2026-02-01,suspended,1992-04-25,2025-05-27 07:19:00.204700,2026-04-17 07:19:00.204700
818,CUST_818,Customer_818,customer818@example.com,0467797849,IN,2025-01-05,inactive,1956-05-04,2025-11-05 07:19:00.204700,2026-04-17 07:19:00.204700
819,CUST_819,Customer_819,customer819@example.com,0402045844,GB,2025-06-04,active,1978-04-29,2026-03-01 07:19:00.204700,2026-04-17 07:19:00.204700
820,CUST_820,Customer_820,customer820@example.com,0448370015,GB,2025-09-27,inactive,1985-04-27,2026-01-05 07:19:00.204700,2026-04-17 07:19:00.204700
821,CUST_821,Customer_821,customer821@example.com,0476386757,SG,2025-07-19,suspended,1962-05-03,2025-07-16 07:19:00.204700,2026-04-17 07:19:00.204700
822,CUST_822,Customer_822,customer822@example.com,0435492173,US,2025-05-09,suspended,1981-04-28,2025-08-16 07:19:00.204700,2026-04-17 07:19:00.204700
823,CUST_823,Customer_823,customer823@example.com,0431901588,AU,2024-07-11,suspended,1965-05-02,2025-07-08 07:19:00.204700,2026-04-17 07:19:00.204700
824,CUST_824,Customer_824,customer824@example.com,0482214635,IN,2024-10-14,inactive,1961-05-03,2025-11-16 07:19:00.204700,2026-04-17 07:19:00.204700
825,CUST_825,Customer_825,customer825@example.com,0437918263,AU,2025-07-28,active,2006-04-22,2025-12-08 07:19:00.204700,2026-04-17 07:19:00.204700
826,CUST_826,Customer_826,customer826@example.com,0404755173,SG,2024-08-21,active,1979-04-29,2025-10-07 07:19:00.204700,2026-04-17 07:19:00.204700
827,CUST_827,Customer_827,customer827@example.com,0480464687,SG,2025-07-25,active,1990-04-26,2025-11-06 07:19:00.204700,2026-04-17 07:19:00.204700
828,CUST_828,Customer_828,customer828@example.com,0473349372,IN,2025-02-18,active,1975-04-30,2025-09-19 07:19:00.204700,2026-04-17 07:19:00.204700
830,CUST_830,Customer_830,customer830@example.com,0493807563,AU,2025-11-18,suspended,1966-05-02,2025-07-23 07:19:00.204700,2026-04-17 07:19:00.204700
831,CUST_831,Customer_831,customer831@example.com,0431017016,SG,2024-12-12,suspended,1964-05-02,2025-12-24 07:19:00.204700,2026-04-17 07:19:00.204700
832,CUST_832,Customer_832,customer832@example.com,0407553914,US,2025-05-26,inactive,1960-05-03,2026-01-09 07:19:00.204700,2026-04-17 07:19:00.204700
833,CUST_833,Customer_833,customer833@example.com,0461248927,GB,2024-07-02,suspended,1990-04-26,2025-06-14 07:19:00.204700,2026-04-17 07:19:00.204700
834,CUST_834,Customer_834,customer834@example.com,0436560035,SG,2026-02-28,inactive,1956-05-04,2026-02-24 07:19:00.204700,2026-04-17 07:19:00.204700
836,CUST_836,Customer_836,customer836@example.com,0403531042,IN,2026-01-24,suspended,1963-05-03,2025-05-15 07:19:00.204700,2026-04-17 07:19:00.204700
837,CUST_837,Customer_837,customer837@example.com,0448661580,SG,2025-07-01,suspended,2006-04-22,2025-12-12 07:19:00.204700,2026-04-17 07:19:00.204700
838,CUST_838,Customer_838,customer838@example.com,0497980796,AU,2024-08-25,inactive,1989-04-26,2026-02-02 07:19:00.204700,2026-04-17 07:19:00.204700
839,CUST_839,Customer_839,customer839@example.com,0474813986,IN,2025-06-04,active,1993-04-25,2026-03-06 07:19:00.204700,2026-04-17 07:19:00.204700
840,CUST_840,Customer_840,customer840@example.com,0430013994,IN,2025-05-25,active,1971-05-01,2025-07-17 07:19:00.204700,2026-04-17 07:19:00.204700
841,CUST_841,Customer_841,customer841@example.com,0437810136,GB,2024-08-14,active,1976-04-29,2025-11-30 07:19:00.204700,2026-04-17 07:19:00.204700
842,CUST_842,Customer_842,customer842@example.com,0481346781,GB,2025-06-24,suspended,1962-05-03,2026-02-27 07:19:00.204700,2026-04-17 07:19:00.204700
843,CUST_843,Customer_843,customer843@example.com,0482168738,AU,2026-02-18,inactive,1963-05-03,2025-12-19 07:19:00.204700,2026-04-17 07:19:00.204700
844,CUST_844,Customer_844,customer844@example.com,0486823615,IN,2025-02-27,active,2007-04-22,2025-07-26 07:19:00.204700,2026-04-17 07:19:00.204700
845,CUST_845,Customer_845,customer845@example.com,0482414561,IN,2025-07-06,suspended,1967-05-02,2026-04-14 07:19:00.204700,2026-04-17 07:19:00.204700
846,CUST_846,Customer_846,customer846@example.com,0428733528,US,2026-03-13,active,1967-05-02,2026-02-25 07:19:00.204700,2026-04-17 07:19:00.204700
847,CUST_847,Customer_847,customer847@example.com,0487073627,GB,2025-03-14,active,1983-04-28,2025-09-14 07:19:00.204700,2026-04-17 07:19:00.204700
848,CUST_848,Customer_848,customer848@example.com,0413974747,GB,2025-02-23,inactive,1983-04-28,2025-07-29 07:19:00.204700,2026-04-17 07:19:00.204700
849,CUST_849,Customer_849,customer849@example.com,0400212026,IN,2025-07-11,suspended,2000-04-23,2025-12-24 07:19:00.204700,2026-04-17 07:19:00.204700
852,CUST_852,Customer_852,customer852@example.com,0492329184,IN,2025-12-29,suspended,2006-04-22,2026-02-25 07:19:00.204700,2026-04-17 07:19:00.204700
853,CUST_853,Customer_853,customer853@example.com,0448589798,US,2026-02-01,active,1969-05-01,2025-12-22 07:19:00.204700,2026-04-17 07:19:00.204700
854,CUST_854,Customer_854,customer854@example.com,0494301099,AU,2024-07-10,suspended,1975-04-30,2025-11-09 07:19:00.204700,2026-04-17 07:19:00.204700
855,CUST_855,Customer_855,customer855@example.com,0403175806,SG,2025-04-25,inactive,1967-05-02,2026-03-30 07:19:00.204700,2026-04-17 07:19:00.204700
850,CUST_850,Customer_850,,0418083962,SG,2025-07-15,inactive,1991-04-26,2025-12-07 07:19:00.204700,2026-04-17 07:19:00.204700
799,CUST_799,Customer_799,invalid_email_format,0442167131,IN,2025-07-21,inactive,1984-04-27,2025-09-20 07:19:00.204700,2026-04-17 07:19:00.204700
835,CUST_835,Customer_835,customer835@example.com,0492675504,au,2025-05-07,suspended,1976-04-29,2026-01-25 07:19:00.204700,2026-04-17 07:19:00.204700
804,CUST_804,Customer_804,customer804@example.com,0408747359,IN,2025-11-20,Active,2001-04-23,2025-09-14 07:19:00.204700,2026-04-17 07:19:00.204700
807,CUST_807,Customer_807,customer807@example.com,0438601603,AU,2024-08-27,Active,1977-04-29,2026-04-15 07:19:00.204700,2026-04-17 07:19:00.204700
856,CUST_856,Customer_856,customer856@example.com,0463607553,US,2024-09-29,suspended,1966-05-02,2025-09-02 07:19:00.204700,2026-04-17 07:19:00.204700
857,CUST_857,Customer_857,customer857@example.com,0451612310,GB,2025-05-27,inactive,1981-04-28,2025-08-09 07:19:00.204700,2026-04-17 07:19:00.204700
